Applicant_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Employment_Years,Home_Ownership,Number_of_Dependents,Monthly_Income,Annual_Income,Credit_Limit,Credit_Utilization,Credit_History_Years,Total_Credit_Accounts,Open_Credit_Lines,Credit_Cards,Installment_Accounts,Real_Estate_Loans,Debt_Ratio,Total_Debt,Loan_Amount,Loan_Term_Months,Interest_Rate,Loan_Purpose,Region,Credit_Inquiries_6M,Times_30_59_Days_Past_Due,Times_60_89_Days_Past_Due,Times_90_Plus_Days_Past_Due,Times_120_Plus_Days_Past_Due,Late_Payment_Count,Previous_Bankruptcies,Tax_Liens,Delinquency_History,Has_Employment_Income,SeriousDlqin2yrs
106864,48,Female,Single,High School,Retired,11.3,Rent,2.0,2703.0,32436.0,10814.0,0.6087,25.9,6,7,9,4,1,0.229,8218.0,1000.0,60,6.72,Business,West,0,0,0,1,0,1,0,0,0,Yes,0
106865,45,Male,Married,High School,Employed,15.4,Mortgage,0.0,6589.0,79068.0,44180.0,0.5036,9.1,12,6,4,4,1,0.6562,55645.0,37297.0,12,11.26,Personal,North,1,0,0,0,0,0,1,0,0,Yes,1
106866,57,Male,Married,Bachelor,Employed,15.7,Rent,2.0,25245.0,302940.0,108260.0,0.8359,15.1,9,8,5,3,1,0.4239,118036.0,269581.0,60,8.57,Debt Consolidation,South,0,1,0,0,0,1,0,0,0,Yes,0
106867,58,Female,Single,Bachelor,Unemployed,,Own,3.0,12364.0,148368.0,60860.0,0.5599,14.2,12,10,4,2,1,0.9604,148763.0,37514.0,60,8.94,Medical,South,1,0,0,0,0,0,0,0,0,No,1
106868,35,Female,Single,Bachelor,Employed,12.6,Mortgage,1.0,4681.0,56172.0,23952.0,1.1445,11.0,9,7,3,2,1,0.5661,30332.0,1000.0,48,8.0,Auto,West,0,0,1,0,0,1,1,0,0,Yes,1
106869,39,Female,Married,High School,Unemployed,2.9,Rent,4.0,1141.0,13692.0,4563.0,0.1842,,7,8,6,3,1,0.4494,7306.0,7769.0,60,8.49,Home,South,0,0,0,0,0,0,0,0,0,No,0
106870,29,Female,Married,High School,Unemployed,5.7,Own,0.0,5800.0,69600.0,10829.0,0.3644,7.0,7,3,2,5,3,0.0174,524.0,50157.0,84,6.75,Home,West,3,0,0,0,0,0,1,0,0,No,1
106871,50,Female,Single,High School,Employed,0.0,Mortgage,2.0,6960.0,83520.0,29053.0,0.5808,14.6,6,8,7,5,1,0.141,7971.0,22881.0,60,11.15,Home,West,0,0,1,1,0,2,0,0,0,Yes,1
106872,53,Other,Married,High School,Employed,14.4,Own,3.0,4289.0,51468.0,9519.0,1.1036,13.8,14,10,7,2,0,0.2709,11462.0,26492.0,12,8.08,Home,Central,1,0,0,0,0,0,0,0,0,Yes,0
106873,29,Male,Married,Master,Employed,1.8,Rent,2.0,3164.0,37968.0,7266.0,0.4388,9.3,10,11,4,4,3,0.1756,3043.0,43514.0,60,9.14,Education,North,2,0,0,0,0,0,0,1,0,Yes,0
106874,40,Male,Divorced,High School,Employed,4.8,Mortgage,2.0,,73188.0,31556.0,0.6923,16.8,8,6,1,2,0,0.6854,35528.0,32852.0,36,9.14,Debt Consolidation,Central,1,0,0,0,0,0,0,0,0,Yes,0
106875,29,Male,Single,Master,Employed,4.3,Own,1.0,2981.0,35772.0,21931.0,0.1416,14.4,4,4,5,4,2,0.6001,7392.0,42163.0,72,10.81,Business,East,0,0,0,0,0,0,0,0,0,Yes,0
106876,34,Female,Married,Bachelor,Employed,10.6,Mortgage,2.0,18575.0,222900.0,127091.0,0.3183,14.0,8,9,4,3,0,0.1174,21524.0,107885.0,24,5.0,Debt Consolidation,Central,1,0,0,1,0,1,1,0,0,Yes,0
106877,52,Male,Married,Diploma,Employed,2.9,Mortgage,0.0,14741.0,176892.0,112566.0,0.6622,11.2,9,7,5,4,0,0.5233,63065.0,164830.0,36,10.31,Debt Consolidation,North,0,1,0,0,0,1,0,0,0,Yes,0
106878,36,Female,Single,Bachelor,Employed,11.2,Mortgage,0.0,8435.0,101220.0,41471.0,0.4273,9.7,7,5,4,1,1,0.9921,115523.0,134040.0,12,10.9,Auto,East,0,0,0,0,0,0,0,0,0,Yes,0
106879,41,Male,Single,Bachelor,Employed,18.6,Rent,0.0,5830.0,69960.0,13994.0,0.3398,29.3,9,8,6,3,2,0.8974,28715.0,40181.0,60,8.65,Education,East,0,0,0,0,0,0,0,0,1,Yes,0
106880,25,Female,Married,High School,Employed,0.0,Own,2.0,3581.0,42972.0,1377.0,1.107,9.8,8,8,3,2,1,0.4627,7512.0,54824.0,36,9.39,Business,North,2,0,0,0,0,0,0,1,0,Yes,1
106881,47,Male,Married,Bachelor,Employed,15.6,Own,0.0,5426.0,65112.0,16228.0,0.1804,19.5,6,10,9,5,1,0.0333,2442.0,1844.0,84,5.0,Personal,Central,2,1,0,0,0,1,0,0,0,Yes,0
106882,44,Female,Married,Bachelor,Self-Employed,5.6,Mortgage,2.0,15963.0,191556.0,101898.0,0.2208,17.1,10,6,8,3,0,0.8678,143532.0,168328.0,72,11.92,Personal,South,2,2,2,0,0,4,1,0,0,Yes,1
106883,36,Male,Divorced,High School,Employed,,Mortgage,1.0,9673.0,116076.0,37904.0,0.4072,9.9,13,7,8,7,2,0.6394,80662.0,143724.0,72,5.0,Home,North,2,1,0,0,0,1,0,0,0,Yes,0
106884,43,Male,Married,Bachelor,Employed,0.5,Mortgage,1.0,6279.0,75348.0,17032.0,0.4795,3.7,15,6,9,2,0,0.1368,6752.0,83163.0,60,12.25,Business,West,2,0,0,0,0,0,0,0,0,Yes,1
106885,47,Female,Married,Bachelor,Self-Employed,10.9,Own,1.0,10028.0,120336.0,71039.0,0.3732,12.9,6,4,7,2,1,0.3286,26295.0,33279.0,60,8.8,Auto,East,0,0,0,0,0,0,0,0,0,Yes,0
106886,35,Female,Married,Bachelor,Employed,10.1,Mortgage,3.0,7841.0,94092.0,27369.0,0.5086,10.0,14,7,4,2,0,0.3251,21991.0,106726.0,36,5.0,Business,East,0,0,0,0,0,0,0,0,1,Yes,0
106887,27,Female,Single,Diploma,Employed,10.1,Mortgage,0.0,7116.0,85392.0,41946.0,0.6606,23.4,8,9,4,1,4,0.9879,93912.0,52452.0,36,10.63,Education,West,2,1,2,0,0,3,0,1,0,Yes,0
106888,67,Male,Married,Diploma,Employed,8.1,Mortgage,1.0,,124836.0,40982.0,0.7579,9.4,13,9,7,2,0,0.0828,5530.0,94284.0,84,10.35,Auto,North,1,0,0,0,0,0,0,0,0,Yes,0
106889,37,Male,Married,Bachelor,Self-Employed,9.0,Mortgage,0.0,7697.0,92364.0,52418.0,1.4197,4.9,5,5,3,3,2,0.2322,22342.0,82003.0,36,7.87,Medical,West,0,1,0,0,1,1,0,0,0,Yes,1
106890,44,Female,Single,High School,Employed,0.0,Own,0.0,9610.0,115320.0,,0.5654,11.1,11,4,7,2,1,0.5438,74064.0,48191.0,84,5.0,Business,West,0,0,0,0,0,0,0,0,0,Yes,0
106891,57,Male,Single,Master,Employed,10.1,Mortgage,1.0,,73296.0,35951.0,0.5162,16.2,12,11,6,5,2,0.4283,33536.0,63214.0,60,9.26,Medical,North,2,0,0,0,0,0,0,0,0,Yes,0
106892,85,Male,Widowed,Master,Retired,12.2,Mortgage,3.0,4663.0,55956.0,35448.0,0.0817,10.1,16,2,4,7,2,0.2149,3764.0,17255.0,36,8.3,Debt Consolidation,East,0,0,0,0,0,0,0,0,0,Yes,0
106893,30,Female,Married,High School,Employed,5.0,Mortgage,1.0,3851.0,46212.0,35954.0,0.9033,6.2,16,10,4,5,0,0.3485,16927.0,45289.0,84,11.2,Education,Central,2,0,0,0,0,0,0,0,1,Yes,1
106894,50,Male,Married,Bachelor,Employed,7.7,Mortgage,0.0,3564.0,42768.0,20094.0,0.356,10.2,10,8,2,3,0,0.7049,11105.0,7904.0,60,11.46,Debt Consolidation,Central,2,0,0,0,0,0,0,0,0,Yes,0
106895,37,Female,Married,Diploma,Employed,10.4,Mortgage,4.0,1937.0,23244.0,4424.0,0.1166,14.1,9,3,2,1,0,0.3974,4990.0,25203.0,60,9.58,Debt Consolidation,South,0,0,0,0,1,0,1,0,1,Yes,1
106896,39,Male,Married,Master,Employed,6.1,Rent,3.0,3040.0,36480.0,13433.0,0.84,16.6,13,4,4,2,3,1.2021,14834.0,21793.0,48,11.96,Medical,East,0,0,0,0,0,0,0,0,0,Yes,0
106897,36,Female,Single,Master,Employed,3.5,Own,1.0,2984.0,35808.0,10017.0,0.2492,4.6,12,13,5,4,0,0.6015,15563.0,28652.0,36,13.82,Auto,Central,3,0,1,0,0,1,0,0,1,Yes,1
106898,31,Female,Married,Master,Employed,10.8,Mortgage,1.0,3955.0,47460.0,24351.0,0.5973,11.3,11,8,4,3,1,0.4121,8527.0,11934.0,60,6.63,Home,South,0,0,0,0,0,0,0,0,0,Yes,0
106899,45,Male,Married,High School,Employed,8.6,Mortgage,3.0,15183.0,182196.0,86716.0,0.1704,7.8,13,10,4,5,0,0.8029,153295.0,67630.0,48,10.85,Personal,South,2,1,0,0,0,1,0,0,0,Yes,1
106900,27,Male,Married,Master,Self-Employed,17.4,Mortgage,0.0,,59580.0,28519.0,0.7617,6.1,11,5,5,6,0,1.1331,55751.0,36697.0,72,10.68,Debt Consolidation,East,1,0,0,0,0,0,0,0,0,Yes,0
106901,56,Male,Married,High School,Employed,16.6,Rent,2.0,6436.0,77232.0,20176.0,0.2674,6.5,4,2,2,3,1,0.5341,15344.0,17015.0,60,11.08,Debt Consolidation,East,0,0,0,0,0,0,0,0,0,Yes,0
106902,46,Female,Married,Bachelor,Retired,13.6,Mortgage,4.0,6569.0,78828.0,34709.0,0.264,,9,7,3,1,2,0.1405,13291.0,42181.0,84,9.76,Home,West,1,1,0,0,0,1,0,0,0,Yes,0
106903,50,Male,Married,Diploma,Employed,8.3,Own,5.0,15436.0,185232.0,84686.0,0.1627,14.8,8,7,7,0,1,0.7955,174646.0,38236.0,48,11.56,Medical,South,1,0,2,0,0,2,0,0,1,Yes,1
106904,39,Female,Divorced,Bachelor,Self-Employed,18.9,Mortgage,2.0,3783.0,45396.0,18235.0,0.578,10.0,11,8,4,5,1,0.5515,14721.0,41644.0,36,11.66,Auto,North,1,1,0,0,0,1,0,0,0,Yes,0
106905,41,Female,Married,Bachelor,Employed,6.3,Own,1.0,4759.0,57108.0,17345.0,0.4128,10.3,14,6,5,4,1,0.2436,11651.0,36535.0,84,5.29,Home,East,2,0,0,0,0,0,0,0,0,Yes,0
106906,48,Other,Single,Bachelor,Employed,3.4,Rent,2.0,5133.0,61596.0,21990.0,0.1251,12.8,10,6,7,2,2,0.5473,13307.0,42490.0,60,8.52,Auto,West,0,0,0,0,0,0,0,0,0,Yes,0
106907,31,Female,Married,Master,Self-Employed,0.0,Mortgage,1.0,11513.0,138156.0,28251.0,0.6486,11.5,9,5,4,2,0,0.1845,8285.0,141914.0,48,9.61,Auto,Central,0,0,0,0,0,0,0,0,0,Yes,0
106908,41,Female,Single,High School,Employed,3.9,Mortgage,2.0,13176.0,158112.0,84012.0,0.6682,9.1,13,9,2,9,0,0.1642,27824.0,132176.0,48,5.9,Home,South,0,0,0,0,0,0,0,0,0,Yes,0
106909,35,Female,Single,Bachelor,Employed,8.8,Mortgage,2.0,7487.0,89844.0,30263.0,0.1775,9.3,10,2,1,3,1,0.4237,44296.0,55092.0,36,8.72,Business,South,1,0,0,0,0,0,0,0,0,Yes,0
106910,34,Male,Single,Bachelor,Employed,7.6,Mortgage,1.0,12258.0,147096.0,45634.0,0.2751,13.4,17,7,6,1,2,0.5492,75381.0,69329.0,12,7.76,Business,East,1,0,0,0,0,0,0,0,0,Yes,0
106911,21,Female,Single,High School,Retired,7.7,Mortgage,3.0,6173.0,74076.0,38790.0,0.1157,14.5,10,7,4,2,1,0.3375,15768.0,44597.0,60,9.36,Debt Consolidation,West,2,1,0,0,0,1,0,0,0,Yes,0
106912,61,Male,Married,Bachelor,Employed,2.2,Mortgage,1.0,4916.0,58992.0,40275.0,0.0408,19.4,14,4,3,2,1,0.6963,47833.0,11116.0,60,9.02,Business,East,1,1,0,0,0,1,0,0,0,Yes,0
106913,37,Male,Married,Doctorate,Employed,12.8,Mortgage,0.0,11833.0,141996.0,46864.0,0.5819,8.9,11,5,5,5,0,0.5777,73017.0,39780.0,60,9.19,Auto,West,1,1,0,0,0,1,0,0,0,Yes,1
106914,59,Male,Married,Master,Employed,0.0,Mortgage,1.0,7551.0,90612.0,51841.0,0.9755,13.7,20,6,2,1,1,0.7219,29471.0,38485.0,36,7.65,Education,Central,5,0,0,0,0,0,0,0,0,Yes,1
106915,58,Male,Married,Bachelor,Employed,7.0,Own,2.0,3410.0,40920.0,10828.0,0.1863,7.7,10,7,3,2,1,0.8629,20681.0,8068.0,72,11.3,Personal,West,1,0,0,0,0,0,0,0,0,Yes,0
106916,30,Female,Divorced,High School,Self-Employed,12.4,Mortgage,3.0,10518.0,126216.0,73124.0,0.7304,1.0,10,5,8,1,2,0.2839,13702.0,84293.0,60,8.62,Home,South,2,0,0,0,0,0,0,0,0,Yes,0
106917,32,Female,Married,Diploma,Employed,2.9,Mortgage,4.0,4803.0,57636.0,32489.0,0.4124,16.2,10,6,3,2,2,0.4996,26170.0,49687.0,48,9.06,Business,Central,0,1,0,0,0,1,0,0,1,Yes,0
106918,76,Male,Married,High School,Employed,11.0,Mortgage,0.0,4436.0,53232.0,7978.0,0.1321,21.4,11,6,8,0,1,0.5533,12912.0,20315.0,36,7.41,Education,East,0,0,1,0,0,1,0,0,0,Yes,1
106919,66,Female,Married,Master,Employed,6.8,Own,1.0,9828.0,117936.0,63937.0,0.1462,14.2,8,4,7,2,1,0.3665,41235.0,98125.0,12,8.47,Home,South,1,0,0,0,1,0,0,0,1,Yes,0
106920,45,Male,Divorced,Bachelor,Employed,2.4,Own,1.0,5191.0,62292.0,20316.0,0.9486,6.6,5,4,1,1,1,0.5159,37449.0,28020.0,24,10.77,Debt Consolidation,West,2,0,0,0,0,0,0,0,1,Yes,1
106921,48,Female,Married,Bachelor,Employed,6.0,Mortgage,4.0,7082.0,84984.0,50137.0,0.4391,15.4,12,8,7,4,1,0.7514,73585.0,93153.0,84,7.53,Medical,East,1,0,0,0,0,0,0,0,0,Yes,0
106922,37,Male,Divorced,Master,Employed,6.1,Rent,2.0,8457.0,101484.0,48215.0,0.6171,11.8,6,4,8,2,0,0.6041,51803.0,130635.0,12,10.43,Home,East,2,0,0,0,0,0,0,0,0,Yes,0
106923,50,Male,Married,Bachelor,Employed,14.3,Rent,2.0,,39672.0,12869.0,0.4498,6.6,8,13,5,4,0,0.7905,11472.0,21173.0,36,7.68,Business,North,2,0,0,0,0,0,0,0,0,Yes,0
106924,36,Male,Single,High School,Self-Employed,14.0,Mortgage,0.0,7063.0,84756.0,46510.0,0.5688,19.0,12,13,9,2,0,0.8203,58773.0,65094.0,36,11.49,Medical,North,1,0,1,0,0,1,0,0,0,Yes,0
106925,21,Male,Single,High School,Employed,15.9,Mortgage,2.0,13222.0,158664.0,53402.0,0.3595,23.4,10,1,4,0,1,0.3921,54452.0,39233.0,60,7.18,Education,South,1,0,0,0,0,0,0,0,0,Yes,0
106926,29,Male,Single,Bachelor,Employed,0.1,Mortgage,1.0,2954.0,35448.0,18998.0,0.3069,1.0,6,8,5,3,1,0.4766,6218.0,31256.0,60,10.39,Business,West,1,0,0,0,0,0,0,0,0,Yes,0
106927,45,Other,Married,Master,Employed,7.9,Rent,5.0,7368.0,88416.0,19424.0,0.457,13.1,10,6,12,1,1,0.2908,23041.0,27764.0,60,8.2,Debt Consolidation,Central,2,0,0,0,0,0,0,0,0,Yes,0
106928,31,Female,Married,Diploma,Employed,3.5,Mortgage,1.0,3208.0,38496.0,21271.0,0.262,7.5,11,6,7,3,0,0.4375,5779.0,16325.0,36,6.57,Auto,West,1,0,0,0,0,0,0,0,0,Yes,0
106929,44,Female,Married,Doctorate,Employed,4.0,Rent,1.0,10683.0,128196.0,74736.0,0.4507,1.0,8,1,5,5,2,0.4225,36478.0,10222.0,72,5.76,Home,South,0,0,0,0,0,0,1,0,0,Yes,0
106930,32,Male,Single,Diploma,Employed,9.7,Own,2.0,10617.0,127404.0,75036.0,0.7591,2.3,3,7,5,2,0,0.1433,11556.0,77027.0,36,7.58,Home,North,1,0,0,0,0,0,0,0,0,Yes,0
106931,36,Male,Married,Bachelor,Self-Employed,0.0,Own,0.0,4369.0,52428.0,18617.0,0.7126,8.8,12,7,6,1,1,0.2402,13355.0,77298.0,24,8.23,Debt Consolidation,East,5,0,0,0,0,0,0,0,0,Yes,1
106932,55,Female,Divorced,High School,Employed,13.9,Rent,0.0,23127.0,277524.0,157427.0,0.2174,15.9,8,6,6,4,0,0.443,68367.0,50665.0,84,6.77,Medical,East,0,0,0,0,0,0,1,0,0,Yes,0
106933,48,Male,Married,Diploma,Employed,9.0,Mortgage,1.0,11292.0,135504.0,37679.0,0.8573,5.1,8,4,7,1,1,1.0887,70942.0,73367.0,24,11.29,Business,East,0,1,0,1,0,2,0,0,0,Yes,1
106934,45,Male,Single,Bachelor,Retired,15.6,Rent,4.0,8708.0,104496.0,55777.0,1.0584,5.5,9,4,1,2,2,0.3105,16897.0,106993.0,24,10.71,Home,West,0,0,0,0,0,0,0,0,0,Yes,0
106935,56,Male,Divorced,Bachelor,Self-Employed,2.5,Mortgage,0.0,8395.0,100740.0,21771.0,0.696,5.6,9,8,9,5,1,0.3563,41106.0,64627.0,60,7.63,Medical,South,1,1,1,1,0,3,0,0,0,Yes,1
106936,51,Male,Divorced,Bachelor,Employed,14.9,Own,4.0,10426.0,125112.0,40094.0,0.1224,24.1,6,11,4,2,0,0.7022,63913.0,101308.0,24,5.0,Medical,West,1,0,0,0,0,0,0,0,1,Yes,0
106937,62,Female,Married,High School,Retired,3.1,Mortgage,0.0,2879.0,34548.0,8847.0,0.8615,3.7,7,9,5,2,4,1.1419,42226.0,10376.0,48,10.66,Auto,East,2,0,0,0,0,0,0,0,0,Yes,0
106938,39,Male,Single,Bachelor,Employed,6.8,Rent,1.0,6242.0,74904.0,23878.0,0.1557,10.5,8,4,4,2,0,0.2212,5008.0,49557.0,84,7.94,Auto,West,0,0,0,0,0,0,0,0,0,Yes,0
106939,40,Male,Widowed,Master,Employed,0.0,Mortgage,1.0,7056.0,84672.0,28704.0,0.4515,11.1,10,7,4,4,0,0.289,10870.0,88656.0,12,6.83,Debt Consolidation,North,0,0,0,0,0,0,0,1,0,Yes,0
106940,29,Female,Married,Master,Employed,14.8,Mortgage,0.0,4240.0,50880.0,25371.0,1.0923,9.6,7,3,5,3,2,0.5594,11295.0,5805.0,12,8.82,Debt Consolidation,South,2,0,0,0,0,0,0,0,0,Yes,0
106941,40,Female,Single,High School,Self-Employed,19.9,Rent,1.0,7440.0,89280.0,38025.0,0.9638,9.0,11,10,9,2,0,0.2549,7229.0,14255.0,24,6.99,Debt Consolidation,Central,1,0,0,0,0,0,0,0,0,Yes,0
106942,57,Female,Married,Diploma,Employed,11.8,Mortgage,2.0,12248.0,146976.0,62988.0,0.3523,16.1,10,8,5,3,1,0.1509,12547.0,174975.0,60,9.05,Home,North,0,0,0,0,0,0,0,0,0,Yes,0
106943,61,Female,Single,Bachelor,Self-Employed,14.8,Mortgage,3.0,4181.0,50172.0,22829.0,0.9199,1.0,14,13,7,5,0,1.0658,22907.0,29900.0,72,12.01,Debt Consolidation,South,2,0,0,0,0,0,0,0,0,Yes,0
106944,57,Female,Single,High School,Self-Employed,,Own,3.0,5309.0,63708.0,32546.0,0.9512,,9,8,8,3,2,0.9966,66066.0,16008.0,60,8.25,Debt Consolidation,North,1,1,0,0,1,1,0,0,0,Yes,0
106945,23,Female,Married,Master,Employed,7.3,Own,1.0,3226.0,38712.0,,0.3502,12.8,9,10,6,5,1,0.358,8089.0,51657.0,36,9.3,Auto,East,2,2,1,0,0,3,0,0,0,Yes,1
106946,58,Male,Single,High School,Employed,5.1,Mortgage,1.0,1722.0,20664.0,14737.0,1.0127,10.1,10,7,4,5,4,0.5946,12143.0,1000.0,36,11.75,Debt Consolidation,Central,0,1,1,0,0,2,1,0,0,Yes,1
106947,23,Male,Single,Doctorate,Employed,5.7,Mortgage,4.0,9125.0,109500.0,33420.0,0.6178,17.9,7,5,2,2,3,0.7244,40103.0,116700.0,24,7.59,Business,East,2,0,0,0,1,0,0,0,0,Yes,1
106948,56,Female,Married,Diploma,Employed,11.1,Mortgage,2.0,5409.0,64908.0,22965.0,0.1326,,11,7,5,7,3,0.6819,17504.0,92181.0,60,7.35,Auto,Central,1,0,0,0,0,0,1,0,0,Yes,0
106949,41,Female,Married,Doctorate,Employed,0.1,Mortgage,1.0,5673.0,68076.0,20254.0,0.6488,11.2,7,2,7,3,1,0.3874,18721.0,91618.0,84,8.69,Debt Consolidation,North,2,1,0,0,0,1,0,0,0,Yes,1
106950,53,Female,Single,High School,Retired,7.3,Mortgage,4.0,2896.0,34752.0,8727.0,0.4824,8.0,9,2,9,6,2,1.0551,13452.0,47248.0,60,11.45,Personal,South,2,1,1,0,0,2,0,0,0,Yes,1
106951,29,Female,Single,Bachelor,Self-Employed,2.6,Rent,2.0,4875.0,58500.0,38318.0,0.9572,11.5,10,8,6,4,1,0.3636,24813.0,32366.0,36,10.98,Debt Consolidation,South,2,0,0,1,0,1,0,1,0,Yes,1
106952,59,Female,Single,Bachelor,Unemployed,18.0,Own,3.0,11218.0,134616.0,54651.0,0.582,,10,4,10,3,1,0.8224,109688.0,28916.0,48,10.77,Business,East,0,0,0,0,0,0,0,0,0,No,0
106953,27,Female,Divorced,Bachelor,Employed,9.7,Rent,1.0,5503.0,66036.0,23460.0,0.0407,11.5,6,8,5,2,0,0.4504,22996.0,58268.0,36,7.54,Auto,North,1,0,1,0,0,1,0,1,0,Yes,0
106954,37,Female,Single,Master,Retired,8.7,Rent,1.0,5605.0,67260.0,27904.0,0.6601,14.7,9,8,1,3,2,0.5709,22052.0,60872.0,72,11.47,Home,South,2,0,0,0,0,0,0,0,0,Yes,0
106955,33,Male,Divorced,Bachelor,Self-Employed,10.3,Mortgage,,6294.0,75528.0,38112.0,0.6813,7.7,10,7,3,4,1,1.099,33483.0,13011.0,24,8.6,Home,North,0,0,2,0,0,2,0,0,0,Yes,1
106956,24,Female,Married,Bachelor,Employed,9.0,Rent,1.0,2462.0,29544.0,3989.0,0.8274,10.7,8,7,1,4,2,0.3337,7712.0,11004.0,72,6.5,Medical,North,2,0,0,0,0,0,0,0,1,Yes,0
106957,46,Male,Single,Bachelor,Employed,16.2,Own,2.0,8256.0,99072.0,40920.0,0.2336,1.0,8,9,10,4,1,0.1979,13380.0,95566.0,24,10.76,Business,West,1,0,0,0,0,0,0,0,0,Yes,0
106958,67,Female,Single,Master,Employed,1.1,Rent,2.0,2432.0,29184.0,9921.0,0.5636,17.4,12,9,10,6,1,0.5446,12261.0,16680.0,48,6.22,Education,Central,0,2,0,0,0,2,1,0,0,Yes,1
106959,77,Male,Single,High School,Employed,14.4,Mortgage,0.0,,35832.0,14970.0,0.4862,10.9,7,5,3,2,0,0.7476,22146.0,15342.0,84,11.64,Auto,West,1,0,1,0,0,1,0,0,0,Yes,0
106960,46,Female,Divorced,Bachelor,Employed,9.8,Mortgage,0.0,2781.0,33372.0,,0.4755,9.7,10,6,2,0,0,0.2974,9725.0,33847.0,60,7.13,Personal,South,2,1,0,0,0,1,0,0,0,Yes,0
106961,58,Female,Married,Master,Employed,2.9,Mortgage,0.0,4908.0,58896.0,30147.0,0.0671,17.1,9,3,8,6,2,0.6204,15084.0,33796.0,36,5.0,Education,Central,0,0,0,0,0,0,0,0,0,Yes,0
106962,48,Male,Married,Master,Employed,0.8,Own,2.0,4374.0,52488.0,24514.0,0.0511,21.9,10,9,3,4,0,0.7019,28078.0,60219.0,12,12.03,Debt Consolidation,East,2,0,0,0,0,0,0,0,0,Yes,0
106963,51,Other,Divorced,High School,Employed,8.9,Own,1.0,5496.0,65952.0,24392.0,0.1661,14.6,11,10,6,1,2,0.3015,15696.0,69153.0,36,6.96,Debt Consolidation,East,1,1,0,0,0,1,0,0,0,Yes,0
106964,41,Female,Divorced,Master,Employed,0.0,Rent,4.0,3054.0,36648.0,31109.0,0.4007,21.9,10,5,3,3,2,0.1289,5656.0,26060.0,48,7.14,Debt Consolidation,South,3,1,0,0,0,1,0,0,1,Yes,1
106965,47,Male,Single,High School,Retired,2.8,Rent,3.0,10573.0,126876.0,46049.0,0.3598,15.7,11,12,4,5,4,0.1727,18369.0,38440.0,72,5.16,Auto,East,1,0,0,1,0,1,1,1,0,Yes,1
106966,51,Female,Married,High School,Employed,0.0,Mortgage,2.0,9458.0,113496.0,62418.0,0.3145,16.6,12,3,8,4,0,0.33,38949.0,32787.0,12,9.22,Education,East,1,0,0,0,0,0,1,0,0,Yes,1
106967,38,Female,Single,Bachelor,Employed,14.7,Own,1.0,4912.0,58944.0,23256.0,0.4042,7.2,9,9,2,3,1,1.0794,47556.0,54870.0,36,10.18,Debt Consolidation,East,2,0,0,0,0,0,0,0,0,Yes,0
106968,44,Female,Married,Bachelor,Retired,18.0,Mortgage,1.0,4030.0,48360.0,22029.0,0.2908,18.0,10,9,5,1,1,0.4428,13629.0,26772.0,72,8.75,Personal,East,4,0,0,0,0,0,0,0,0,Yes,1
106969,44,Female,Married,Master,Self-Employed,8.0,Mortgage,2.0,3774.0,45288.0,17047.0,0.6051,12.6,6,3,5,4,1,0.3076,4519.0,22554.0,60,11.38,Debt Consolidation,South,2,2,0,0,0,2,0,0,0,Yes,1
106970,55,Male,Married,Bachelor,Retired,0.0,Mortgage,2.0,4496.0,53952.0,23865.0,1.1494,10.4,15,11,6,2,1,0.3652,10668.0,10924.0,84,9.38,Education,Central,2,0,0,0,0,0,0,0,0,Yes,1
106971,32,Female,Married,Bachelor,Employed,17.0,Own,3.0,,26568.0,14532.0,0.3056,18.3,10,10,5,2,0,0.9439,24349.0,34215.0,72,7.92,Home,South,1,0,0,0,0,0,0,0,0,Yes,0
106972,44,Female,Married,High School,Employed,0.0,Own,1.0,2948.0,35376.0,26053.0,0.8581,4.1,11,4,7,5,0,1.0062,27237.0,13144.0,48,11.92,Personal,South,1,0,1,0,0,1,0,0,1,Yes,0
106973,68,Female,Married,Diploma,Employed,9.6,Mortgage,1.0,,115440.0,58263.0,0.5129,6.1,13,4,5,2,1,0.3016,14647.0,67960.0,72,5.51,Home,North,3,0,0,0,0,0,0,0,0,Yes,1
106974,59,Female,Single,Bachelor,Employed,8.2,Mortgage,1.0,6692.0,80304.0,43090.0,0.6717,9.3,11,5,8,2,3,0.3396,11185.0,53111.0,12,11.04,Home,South,2,0,0,1,0,1,0,0,0,Yes,1
106975,61,Female,Married,Diploma,Employed,2.9,Mortgage,1.0,15911.0,190932.0,62522.0,0.381,4.1,12,2,4,2,1,0.3957,78428.0,193783.0,24,10.54,Personal,East,0,1,1,0,0,2,0,0,0,Yes,1
106976,45,Male,Single,Bachelor,Employed,13.8,Mortgage,4.0,4528.0,54336.0,10486.0,0.8047,12.8,8,4,2,0,1,1.0054,62161.0,59371.0,24,12.02,Education,Central,0,1,0,0,0,1,0,0,0,Yes,0
106977,49,Male,Married,Bachelor,Self-Employed,22.6,Own,3.0,4348.0,52176.0,35979.0,0.1778,5.7,10,8,5,0,2,0.8303,46672.0,15548.0,12,11.26,Education,West,0,1,0,0,0,1,0,0,1,Yes,0
106978,57,Female,Married,Bachelor,Employed,0.0,Own,1.0,4219.0,50628.0,18075.0,0.3707,17.7,15,11,5,2,1,0.2816,4543.0,17068.0,60,6.95,Home,Central,2,0,0,0,0,0,0,0,0,Yes,0
